id,comment,Label
1964,"Also, please note that I am going to raoe you, cum un your mouth, and suck your dick until it falls right off.",1
1965,""" Errata to Beeblebrox book on appropriate language Hi. I have not received any errata corrige about my handbook for appropriate language in communication with and from Beeblebrox, but does your shedding light on some mild language by a fellow administrator mean we should no longer consider """"FUCK OFF YOU PETTY FASCIST IDIOT"""" standard Bebblebrox interaction? I think it's useful for the stewards to know, next time your account is locked. """,1
1966,"Oh GWH, you truly are the worst admin at Wikipedia. May God have mercy on your poor, pathetic, overweight, ugly soul.",1
1967,PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG PIG,1
1968,"Ooooh, here's our Swiss neutralist! And what does this administrator bring to the table this time? Let's see, accusations of parroting, arbitrary classification of users based upon pen-name preferences, straw-men, ignoratio elenchi, and finally begging the question through the same fallacious reasoning as previously. We call that petitio principii, don't we? Apparently nothing will change his mind until I change my pen-name to something like John Doe. How does he know that I am not this Russian dude who likes Iranian history and culture? Oh, that's right, he doesn't. He probably didn't check my IP-address to see that I'm based in Sweden and could in fact be a Swede. Whoops... Sounds like our neutralist is using a subtle profiling method to his convenience. Like I stated before, it doesn't matter if I'm a Nazi, Communist, Liberal or even a hippie. It doesn't matter if I do drugs, or if I look even remotely like a reptile. It doesn't matter if I'm even an obese Tongan kid. It has no bearing on content or the essentials of an argument, and anything else you might conjure to the favour of some imagined affiliation. This is aptly called speculation. Now, I will only say two things. First one is a rehearsal of my previous suggestion: Livius.org is visited by thousands of people daily. Along with a number of other scholar-related websites, I can't live without checking it by a daily basis. It deserves a Wiki-article, where Jona Lendering is briefly described as the founder and maintainer of an outlet with roots as far back as -96. Yes, sounds like a plan of revenge. The paragon of Pan-Iranic resurgence! The removal of a Wiki-article of Lendering will remove the last great obstacle to a resurgent Achaemenid empire and the reawakening of the terrifying Persian horsemen of doom! Howl! Howl! Our world is forfeit! Second point, and I mean this from the bottom of my heart: Get laid. Your superior-inferior complex isn't convincing anyone here, whether they be Iranian or not. There is no chance an article of this quality gets to stay. That's the bottom line, irrespective of any perceived reasoning. Either change the article so that it pertains to Livius.org, or stop your incessant whining. Maybe it never occurred to you that by simple observation Jona Lendering has written several Iran-friendly articles and has generally sought to dispel several popular misconceptions on the ancient Iranians. Maybe that's how you make more drama in your life, by arbitrary holier-than-thou attitude. Idiot.",1
1969,"WP:OTHERCRAPEXISTS doesn't justify your crap existing. Wikipedia isn't a free resource or place to conduct social experiments/commentary on Wikipedia editors, it's a place to write an encyclopedia.",1
1970,"Race Hey. I'm writing from Imperial College, UK. The talk page is locked. Now the article is locked. Is that how you people collaborate? You ever had a kick in the ass? We can trace you! See you later! Blood is red and blood is beautiful. The cross is not a meaningless symbol.",1
1971,""" I admit Hey asshole, this is £ Chat wit' me ֲ§ Contributions £. I'm the sockpuppet who was sending personal abuse among others. This is my secret account, which I kept a secret for a long time. I'm going to send personal abuse to other users ASAP, so you better block me on both account before I send personal abuse, asshole...""",1
1972,", block me for two years if you want, but that's not the point. The point is the some nerd reverted all my edits on a silly basis.89.205.38.27",1
1973,"The List of Danish monarchs is the main page... Nice to say I'm impolite, when it's not me going around and hunting IP addresses as somehow suspicious of vandalism by default. Learn to think before you accuse! 15:46, 7 Nov 2004 (UTC)",0
1974,""" Are you asking if we would ever block someone for calling them a """"copulating vulva""""? (���''''''�) """,1
1975,"Thanks Thank you for your answer to my question. I do think that your contributions are impressive, and show that you have spent a great deal of effort improving the encyclopedia. I should have mentioned that in my question. I'm not interested in article writing per se, as some other people may be. �ֲ Carl (ֲ ֲ·ֲ talk)",0
1976,Fuck you You are an asshole for terminating my YouTube account. I'll never forgive you. QueenZeppelin,1
1977,""" Put Me Out single Hello, how are you? I joined wikipedia after some usage and learning of the site to try to add my input and inprove some pages that I knew were missing some information. I noticed you removed that I added """"put me out"""" by The Used from the single list. Although they made a video for it, they also released it with its own 'single' artwork cover and its recieved airplay on the radios across the USA which makes it a proper single. You can see all this information here: @url and much more information confirming it is a single by a simple google search of the used put me out single. I believe that fully makes it legit to be added to the list unless I may be miss interpeting something? Thank you Fez for the help. """,0
1978,"Great discussion point Jimbo, although I don't think discussion is actually required, the foundation should be able to just do this without the support of the users that are disputing the edits. In really difficult disputed issues I agree the wikimedia Foundation could hire experienced editors, although I wouldn't support any wikipedia connected interviewers, use and pay someone totally independent - independent notable reporters to interview and report on the problematic content issue and report that in a wp:rs source thus giving full independent closure to the dispute.",0
1979,""" Whenever you see brackets that means that the editor has added an explanation. In this case [organic remains] was added to explain the word 'they'. While W&M; used the word fossil in the previous sentence it is clear that they were referring to organic remains because by definition, recently buried remains (such as what is """"now occurring"""") are not fossils. From the """"Dictionary of Geologic Terms"""", 3rd edition, 1984, by Bates and Johnson: FOSSIL: Any remains, trace, or imprint of a plant or animal that has been preserved in the earth's crust since some past geologic or prehistoric time. Nothing buried in the present can be a fossil, for it is in historic time. And further, you do not quickly bury fossils to preserve them, you quickly bury organic remains to protected them long enough so they they can eventually become fossils in some future geologic era. W&M; likely used the term fossil loosely, like many editors of this WP page, to refer to organic remains that might become fossils per definition in some geologic era in the future. It is unfortunate that W&M; were not as precise as they might have been, because uninformed people, such as Talk.Origins, misunderstand and twist what they said. As much impact as W&M; have had on Creationary thought, nearly all fellow creationist today recognize that The Genesis Flood, is now way out of date. Modern creationary geologists have moved well beyond The Genesis Flood. When critics quote it, it displays their complete lack of competency on modern creationism. """,0
1980,YOU ARE AN ASSHOLE,1
1981,WHAT!!!!!!!!?!?!!?!?!!?!?!?!?!!!!!!!!!!!!!!!!!!!!!!!!??????????????????????????????????????????????????????!!!!!!= WHER IS YOUR SEXY PIC GONE FROM YOUR MAIN PAGE???????? put it back,1
1982,""" Let me see if I've got this straight... At around 4 o'clock this morning (an hour when sane people are in bed), you decided to revert a number of my changes for absolutely no reason at all. Then your buddy """"Sergecross"""" threatened me with a badly-spelled screed pointing out what a naughty boy I am. OK, I think I see what's going on here. By your Wiki-stalking and provocation, you hope to get me angry and call you names (which, as well all know, is the Worst. Crime. Ever. around here.) Then Sergecross rolls out his fainting couch and proceeds to ban me for most of the remaining millenium. Justice is done, and there is much rejoicing. Tell ya what, friend. From now on, you can change any of my edits or, indeed, anybody's edits into anything you want. Translate them into Serbo-Croatian, substitute """"Sam the Chowderhead"""" for """"George W. Bush"""", change the """"World Football League"""" article into a Marxist treatise that asserts George Washington and Dick Clark were gay lovers, anything. It's Christmas, and I shall be charitable. You're welcome. """,0
1983,YOU ARE THE ONES WHO ARE THE BALL LICKERS,1
1984,"Read the above numbskull, would one of you vegetables please get a move on and block this I.P. I ain't leaving until this address is blocked so hop to it please assholes.. +",1
1985,Canada will win! I'M BLOWING UP THE ENTIRE FUCKING WORLD EXCEPT FOR CANADA! HA! HA! HA! NOT EVEN THE UN WILL SURVIVE! CANADA KICKS ASS!,1
1986,WOW Oh piss off mate get a life! im just trying to see if people think these are good signings JESUS CHRIST!.,1
1987,""" Replacement PLEASE DO NOT EDIT BELOW THIS NOTE. THE WHOLE SUPRA-SECTION WILL DISAPPEAR AGAIN ONCE I AM ABLE TO POST ON THE ARTICLE TALK PAGE. This includes you Shell. Had you not blocked me, I would have been able to place my answers there. This will disappear tomorrow so you can put with it until then. Because Shell falsely blocked me, I cannot save my replies on a certain article talk page. Hence I will save the entire page (minus the archived sections) here. POV concerns Im surprised this article isn't being called anti-semetic, because it's has a *few* traces of Islamic perspectives in it. You know, as opposed to being a piece of Zionist propaganda being passed off as fair and balanced. This entire article is full of baseless jewish propaganda. It is well documented the Banu Qurayza were executed for treason. That is what merited them the death penalty, that they commited treason. The Quarash and other tribes the Muslims fought against were outright enemies who were persecuting them from the start. But the Qurayza signed a peace treaty, then broke it by aiding the enemy. This article contains soo much jewish propaganda that you'd think they were executed for no reason (which no doubt is their aim). Here is a great example. Look at this citation """"According to Stillman, Muhammad chose Sa'd ibn Mua'dh so as not to pronounce the judgment himself after the precedents he had set with the Banu Qaynuqa and the Banu Nadir: """"Sa`d took the hint and condemned the adult males to death and the hapless women and children to slavery."""" Furthermore, Stillman infers from Abu Lubaba's gesture that Muhammad had decided the fate of the Qurayza even before their surrender."""" This author is Norman A Stillman, a Zionist Jew who is very biased. Why is he being used as a quote in an Islamic article? And further more, why is his baseless conjecture allowed to be used, as if it's a fact? There are articles for """"Criticisms of Islam"""" where the Jews and others can write whatever they want. But they should have no hand in editing Islamic articles. Because I looked up the Jewish articles and I noticed they dont allow dissent there. You cant put a Muslim perspective on evil acts commited by Jews, without it disappearing instantly. So the same standard MUST be applied to Islamic articles. Islamic articles must be written from the Islamic point of view, and the jews can write their responses in appropriate """"criticisms of Islam"""" articles. If not, I will personally edit the Jewish articles and fill them with my conjectures about their history. And I will find a non-Jewish admin to arbitrate over the Islamic articles. Good day. Please read this talk page, specifically all of the places where """"treason"""" or """"traitor"""" is mentioned, and if you still believe that we need to mention treason, provide some reliable sources and we can discuss it. It is easy for our article to be neutral and mention all POVs, but it does require that people like yourself participate. We work from academic sources, not personal conjecture. Changes by Devotus and issues with them Dear Devotus, I have still issues with your changes: Bat Yeor and Ramadan - while I appreciate that you don't try you shift the balance - removing a book from """"each side"""" - I do not agree with your removal. Bat Yeor is an academic scholar and though her books are controversial, she is not beyond the pale - currently she doesn't serve as a reference in the article but if she did, the controversy would be noted. As for Ramadan I have issues with him as well but if we remove him from the literature section, we would have to remove him from the article too, in which he serves as a reference. This is due to the insistence of User:Bless sins. He will certainly not like such a removal. We cannot remove him from the literature section while retaining him in the article. While your first version was needlessly verbose (""""it is to be noted that""""), the new one endorses that view by Paret/Watt. The article now says that the BQ were not killed for religious reasons - that is not a fact, since there is a good case that the whole conflict was caused by religious differences. Also we do not want to repeat things that have already been said in the coverage of the """"siege and demise"""", e.g. the claim about attacking M. in the rear. Also, please abide by the one resolved conflict. We fought hard and long about words like """"massacre"""" and """"execution"""" and neither should appear unless unavoidable. The common practice thing is unacceptable as it is s",0
1988,"Good job Elonka, keep driving the unionists down. Tiocfaidh Ar La.",0
1989,""" As I stated above, the attack was at Summerluvin's talk page, where, you """"vaguely state"""" that I am an idiot. That is a personal attack. But, you don't notice much, do you, dumbass? """,1
1990,"Moral Defense, you slimy toad you.",1
1991,DON'T BLOCK ME I AM RIGHT AND I FUCKING KNOW IT. BLOCK THAT ASSHOLE KANSAS BEAR OR SOMETHING. JUST LEAVE ME THE FUCK ALONE.,1
1992,"If we do win, and get these evil people out of the government (and their private forces as well), then perhaps there won't be any nuclear blasts across the US and Europe. btw, if MONGO is really with HS, why is he on wikipedia?",0
1993,""" name was Willie, and he said he was standing about three people away from Elvis at the Patton Hotel in the fifties, and he overheard Elvis say, """"All a nigger can do for me is buy my records and shine my shoes.""""""",1
1994,We'll need a reliable source verifying he said that. Do you have one?,0
1995,""" I second this. If you have sources which talk about the importance of Konigsberg to Old Prussians and Masurians (the stuff on Lithuanians can be combined with the stuff on the Poles - and I already proposed changing the name of the section to """"Poles and Lithuanians in Konigsberg"""") then please add them and I'll try to help with that myself. """,0
1996,"If you doubt that it's verifiable, you haven't read enough ED. It would be much more productive to put in the fact tags as needed, since to seasoned readers of ED, most of this stuff is obvious just by checking out the page. It's either that, or every single sentence is going to have to be referenced, and that will make for one ugly article. (talk)",0
1997,"TAKE YOUR JOB AS SERIOUSLY AS POSSIBLE, YOU LOSER. NO, SERIOUSLY, ACT LIKE A HUGE BALL BAG AND THREATEN TO BAN ME FROM EDITING ARTICLES. LIKE I REALLY GIVE A FUCK. You fucking nerd faggots make me sick.",1
1998,"This all goes to prove how EASILY manipulated LIBERAL RACE-BAITERS are. Especially when aided and abetted by their COMRADES in the mainstream LIBERAL media. Think back now. Fox was CHIDED for not having enough stories. Liberals LOVE to count, don't they? Except what they claim never ADDS up. FoxNews, who were still on the wrong side of this, have been vindicated ONCE AGAIN for not jumping on the Justice for Thug Trayvon Bandwagon. But the liberals will just move on and pretend that this didn't happen. Or claim that Zimmerman's injuries were SELF-inflicted. You think I'm kidding? Read the comment sections. These liberal race baiters are the most DELUSIONAL idiots ever. When you look at the BLOOD pouring out from Geo Zimmernan's head on that one photo, the first thought you should have is 'Wow! Whoever did this should be SHOT!' Good thing he was...",1
1999,"important You Suck! I think you should go suck on a car tail pipe, while it's moving. You fucking bastard!",1
2000,That's the most ridiculous thing I've ever heard. Let's say you had an important point to discuss about an article and so you posted on the discussion page. Wouldn't you think it's weird/annoying/uncalled for/rude for someone to just go in and delete your discussion items. And what if this happened to you about 20 times in one day?,1
2001,"Im frustrated with destructive WP bullies. Some admins add no value, they in fact should not be on WP. additionally, they have a very bad and NEGATIVE PSYCHOLOGICAL FOOTPRINT. They belong in a rehab and mental health counseling center, not on WP. I can empathize with them but why must we have to suffer those on WP.",1
2002,REDIRECT Talk:List of Lyon Metro stations,0
2003,""" , although it wasn't completely clear, we're talking about which reporters should be mentioned in the lead section. I hope everyone can agree we're not going to list every reporter who has touched the Snowden docs. The question is only about who makes the cut as """"most important"""". I'm in favor of Greenwald, Poitras, and MacAskill, whereas it appears Brian is in favor of Greenwald, Poitras, and Gellman. """,0
2004,""" For The Record After all the crap, the edit wars, the warnings, the threats, and the bans.... """"Og"""" was added back in by QuintusPetillius in Sept 2014 Wikipedia staff have no clue and Brianann MacAmhlaidh is still a fucking idiot. """,1
2005,right it's less selective you stupid fuck,1
2006,"Fuck wiki Fuck this piece of shit called Wikipedia, it bullshit of misinformation and Zionist propaganda! 188.23.179.183",1
2007,"Section Removal Next time you remove a section without first following procedures, I will have you permanently barred from Wikipedia. I wrote the section and it is completely accurate an unbiased as reported. You are a fool and a vandal and I will be closely monitoring your activities on anything I write.",1
2008,Troy Ramirez i dont think the article should be deleted cause ur dumb [[Media:yahoo.com[]]]dfadfa,1
2009,"I'll fucking eat your queef asshole If you talk on my talk page, I'll rape your family you niggerlover.",1
2010,". Feel free to silence the opposition with Gestapo tactics though, goose-stepping all the way to Pyongyang! Nah, I ought to be mauled by Mexican flamers. Good eugenics that is; liberals have them abort themselves off the face of the planet, in the sake of progress and civilization",1
2011,""" """"The Bora missions are uesualy harder and often pay less but most think picking the Bora is moraly right."""" What statistical studies have been done to prove the above statement? From a Nietzschean standpoint, one could argue that the Galspan corp is on the morally superior plane. It's all relative.CaptainSurrey""",0
2012,"It would be fine, but you are refusing to allow obvious content, and lets face it, you would refuse to allow it (esp. in the lead) even if sources were provided. I notice that you are a skeptic, and probably atheist, so are pushing an opinion, and if I am vandalising, you are doing exactly the same, just pushing the opposite opinion",0
2013,"Hi, I am very new to this and I am int he process of attempting to setup this wiki page on behalf of the band 'The Breaking News'. This page is simply to provide information to the public regarding the formation of the band and the members in it. There will be no attempt of advertising/sales/marketing as a result of this page. I have added external links to allow members of the public to access content related to the band itself (eg: Sample music and further information). Non of this external content if a chargeable service and if the band choose to go down the online sales avenue, the links to any sales related pages will be removed from this wiki article. Lastly, all I can advise is that I am new to this, I am in the process of creating and wording this wiki page in accordance with your guidelines and will be retaining the page from public access until I can create the page correctly and comply with all rules. I welcome all advice and guidelines available from you. James.",0
2014,"Is it also a cheap version of the supernova in the Japanese international version? � 14:54, August 9, 2005 (UTC)",0
2015,Come on block me you bitch,1
2016,"Relax. The original anonymous poster is obviously spewing inflammatory rhetoric; they are naught but a simple drive by troll. I do, however, like the ongoing documentation of such obtuseness. Sociologists of the future have rich pickings herein.",0
2017,""" Yobot: incorrect DEFAULTSORT Hi, Yobot an incorrect DEFAULTSORT. It's puzzling as to why it didn't recognize the article as being about a person. Among other clues, it included birth and death dates at the top, as well as a (which Yobot substituted to additionally include the correct DEFAULTSORT). ֲ ֲ XA׀¯Ab׀˜AM """,0
2018,""" That was an appeal for arbitration. Your response was to block me and call me """"fringe"""". Despite what you think in your pea bvrain, believers in religion are NOT a """"fringe"""". That is only your bigoted, nazi-like attitude against religions you don't like, which you sir have now exposed for the entire world to see. /talk/ """,1
2019,Fine Fine. Carter Page sucks anyway.,1
2020,My book on pre-1939 players gives it as 1911.,0
2021,"RE HLS It is not opinion or theory it has been proven many times by exposes of hls, infiltrations into hls, and hidden camera footage from inside hls but seen as you are nִ�z1 fִ�g5 and dont accept independent proves as valid sources then i will keep editing the page the way i have, as you can see from the previous efforts bans are ineffective... if you dont want people to make the article accurate then you have to protect the article which i would be happy with as it would give to impression to viewers that hls are nִ�z1 scֳ÷mbag5 who are getting attacked for the nִ�z1 principals and people have been dealing with them justly, an that you the wiki police have sided with the nִ�z1 scֳ÷m cֳ÷nt5. I will att4ck you and your user page for supporting animal mֳ÷rder and s4d1sm which you are ) have a nice day94.168.197.209",1
2022,""" Thanks for holding off. A single redirect tends to work properly; where we can run into trouble is with double redirects. (For example, after the move/restore earlier tonight, a few pages were redirecting from TNO to Nonstellar body to Planet. The redirect stops after one redirect, so instead of an infobox those articles just displayed a link.) It is better to determine the name, and then make the changes across the board so that we can be sure there are no problems. ''''''chatspy """,0
2023,"To confirm!! I never asked you for help. I have asked others for help but not you! You saw it fit to come on here, and harass me!!! You followed my log as if I were some sort of hacker, and annoyed the heck out of me at every turn. Even now it seems you feel you must have the last word. Buddy, let me tel you this. I hope you pull this crap with the right person. I really do. I do not like you. I think you are a scum bag. Have a merry freaking life! And please feel free to drop dead.",1
2024,"mm, let's see, you see ZERO ASIAN in this show, you call that original reserach?! do you need a reference next time when you tell us that the weather is hot, because it is your own research.",0
2025,and more details on his various positions in the oil industry,0
2026,"How is it possible this article doesn't mention this dude's rabid homophobia? Why?, because it's been carefully preened to avoid anything controversial. Excellent work, gentlemen! You've mentioned to produce an article that leaves out everything you're ashamed of!",1
2027,"Also the album has won and been nominated for American Music Awards, Soul Train Music Awards, and Grammy Awards. Among others. A sub section should be added. The article needs major improvement. From its over bloated commercial performance section to its lack of order and neatness. As on Alicia Keys Element of Freedom and Eminems Recovery the commercial performance is suppose to list the first few sales weeks. Then give an up to date amount of how much the album has sold and tell how the album performed and charted in other countries. With chart listings and certifications. Not to mention some sources for the last few sales weeks do not show the cited information and/or are POORLY SOURCED.",0
2028,""" Keep quite you dumb ass, the Wiki guidelines clearly state that discuss the issue on """"talk page"""" before removing the propdel, , dumb fools like you are the one who have brought non-credibility to Wikipedia, as well as to England(which cannot even survive a WAR AGAINST INDIA for more than 10 days). The whole world knows that England is not a filthy and backward country with No technology(UK buys all defence equipment from US, cannot construct its own Missiles, the only SLBM of UK is brought from US, no wonder UK is almost in gutter). Shamless editor instead of accepting mistake, rant like a bastard christian """,1
2029,"I did notice the Polka dick of course. Beautiful. Send me any Pat comics you deem worthy, as I love reading them.",1
2030,What is the source? He never states this on his website or blog. 67.149.150.252,0
2031,This Ghirlor is a fucking moron,1
2032,"You did not ask for an answer. The article was promotional. Just because you don't work there doesn't mean it isn't promotional. If you want, I can restore the article to your userspace so you can work on it there, but in the state you created it, it was not suitable for main article space.",0
2033,"Thank you. I have been trying to estimate the approx. number of rosaries made and distributed each year in the world, and the number seems to be elusive. It is most probably over 20million per year, since just one group sends out 7 million free rosaries a year. There seem to be many manufacturers in China now, although Italy has many higher end rosaries.",0
2034,The article has been accepted for DYK.,0
2035,""" Your assistance please The record shows you deleted File:HMCS Fennel (K194).jpg. The entry you left in the deletion log said: """"listed on WP:PUI more than 14 days"""". I strongly suspect that this was a free image. Crown copyright#Canada protects images for their first 50 years. WW2 ended 65 years ago. So if this was a crown copyright image it would be a free image. I'd like to request userification of the information templates and other information associated with this image, to review for possible clarification of whatever problem got it listed at WP:PUI in the first place. Could you please userify it to """,0
2036,"Kill all niggers. I have hard, that others have said this.. should this be included? That racists sometimes say these.",1
2037,"Ok, fat ass cunt_face. 79.3.172.141",1
2038,I have noticed that underneath Sexuality on this page it says 'Gaydolf was a homsexual foggot' i think it would be appropriate to remove this if somebody can. carf9,1
2039,"I did and do appologize for not seeing your above comments, but I will remind you that it is customary to continue the most recent discussion at the end of the talk page.",0
2040,Member me u deleted my muther fucking page .,1
