id,comment,clean_comment,Label
80,"'On Fri, 1 Oct 1999 -0600, ""Lt. Wilkes"" Pokemon Tampons. Thoughts? Opinions? Suggestions? They already have these in Japan. Indeed they do. And ""Hello Kitty Pads"" too. I was in a convenience store with a CHYK and I saw a plastic package with a picture of Hello Kitty on it. So I said ""Kitty!"" and reached to pick it up. She slapped my hand down and shouted ""NO!"". Later I went back to the store without her and looked at the packet to determine that they were those little mouse pillow pads that women like to use. And here is a totally unrelated Wacky Website: cheers beable van polasm Before you buy.'", fri oct lt wilkes pokemon tampons thoughts opinions suggestions already japan indeed do hello kitty pads too convenience store chyk saw plastic package picture hello kitty it said kitty reached pick up slapped hand shouted no later went back store without looked packet determine little mouse pillow pads women like use totally unrelated wacky website cheers beable van polasm buy ,0
81,'Can anyone tell me if I should learn C or C++ first?I have to teach myself and I cant get any college courses.', anyone tell learn c c first i teach cant get college courses ,0
82,'just give me the name you pathetic little clown', give name pathetic little clown ,1
83,'keep em coming Msft honey', em coming msft honey ,0
84,"'Me: ""Who is Tad?"" Jesse: ""Oh my GodTAD of TAD"" Debbie. Yield to the Princess.'", who tad jesse oh godtad tad debbie yield princess ,0
85,"'] ] ] ][quoting Descartes] ] ] ] ] While I wanted to think everything false, it must necessarily be ] ] that I who thought was something; and remarking that this truth, _I ] ] think, therefore I am_, was so solid and so certain that all the most ] ] extravigant suppositions of the skeptics were incapable of upsetting ] ] it, I judged that I could receive it without scruple as the first ] ] principle of the philosophy that I sought."" ] ] ] ]""Thought exists. Thought implies thinker. Therefore thinker exists."" ] ] ] ]That sounds to me exactly like one of those syllogisms Mati ] ]was talking about. ] ] It does. However, that is not Descartes argument. Descartes is not ] saying ""thinker exists."" Rather, he says ""I think."" ] ]No, cogito is his premise. The book makes it quite explicit that Descartes means ""_I_ think, therefore I am something, I exist."" ] What conclusion (the bit following ergo) ]is he drawing from it, and how does he arrive there? Read the book. ] ] ]Either that, or it is a cute variation on the ontological argument, ] ]flawed by the same sort of category mistake as that suffers from. ] ] No, it isnt. You clearly do not understand the argument. ] ]That appears to be your standard response (pretty good for a ]conflict resolver ; Well, given that it is accurate in your case, I do not see why I shouldnt give you a stock responce. ]So enlighten us: ]What part of the ontological argument (or Descartes argument: ]it is not clear which you meant) do I clearly not understand? I do not think you understand Descartes ""cogito"" argument, which might be why you keep brining in ontologial argument, which is qute distinct from it.'", quoting descartes wanted think everything false must necessarily thought something remarking truth i think therefore am solid certain extravigant suppositions skeptics incapable upsetting it judged could receive without scruple first principle philosophy sought thought exists thought implies thinker therefore thinker exists that sounds exactly like one syllogisms mati was talking about does however descartes argument descartes saying thinker exists rather says i think no cogito premise book makes quite explicit descartes means i think therefore something exist conclusion the bit following ergo is drawing it arrive there read book either that cute variation ontological argument flawed sort category mistake suffers from no isnt clearly understand argument that appears standard response pretty good conflict resolver well given accurate case see shouldnt give stock responce so enlighten us what part ontological argument or descartes argument it clear meant clearly understand think understand descartes cogito argument might keep brining ontologial argument qute distinct it ,0
86,"'Should definitely be on the list of the most important persons of the 20th century. By the way has anyone noticed that A&E is doing a ""People of the Millenium"" series based on the 100 most important people of the past 1,000 years? they have been giving hints as to who is on it. Diana, Princess of Wales is on it! Thats enough to make me wonder if they are nuts already. Damn it, Ellsworth! Stop writing things I agree with! I am gonna buy a cross-country round trip ticket just to come back East and smack you! (Fake trash talk mode off.) Diana is one of the 100 most important people of the last 20 years. Maybe. I wonder how many folks they are going to put on the list whose most important work is at least 100 years old? here is ten I think cant miss, and there are of course many more. Shakespeare, Darwin, Jefferson, Elizabeth I, Henry VIII, Da Vinci, Michelangelo, Bach, Beethoven, Mozart. MattH Jefferson? Isnt he currently in the revisionist doghouse?'", definitely list important persons century way anyone noticed a e people millenium series based important people past years giving hints it diana princess wales it thats enough make wonder nuts already damn it ellsworth stop writing things agree with gonna buy cross country round trip ticket come back east smack you fake trash talk mode off diana one important people last years maybe wonder many folks going put list whose important work least years old ten think cant miss course many more shakespeare darwin jefferson elizabeth i henry viii da vinci michelangelo bach beethoven mozart matth jefferson isnt currently revisionist doghouse ,1
87,"'haha.yeah i saw that video tonite. i guess, except i dont got long hair anymore and I am all jewish monkey lookin also homeboy gets a lot more pussy than me. A LOT ""born asian.born JEWISH.born latino.born poor.BORN DEAD!"" -Ice-T'", yeah saw video tonite guess except dont got long hair anymore jewish monkey lookin also homeboy gets lot pussy me lot born asian born jewish born latino born poor born dead ice t ,1
88,'i do not want any trouble but i really want to know the name', want trouble really want know name ,1
89,"'Just like crabs - who put up one helluva fight! we have always enjoyed ""trout-line"" crabbing, catching a couple bushels in an hour or two, but alas, we sold the boat this year (to pay for Redskin season tickets). No crabs. pout Sandy (Go Skins!) When a lobster dies, the meat starts disintegrating. This happens even in restaurants when lobsters are cooked after they have (recently) died. The meat is still good as long as they havent been dead for hours, but sometimes you get a lobster that seems to have very little meat in it. That is the reason. A lobster should be alive and kicking when it goes into the pot. Rhode Islander'", like crabs put one helluva fight always enjoyed trout line crabbing catching couple bushels hour two alas sold boat year to pay redskin season tickets crabs pout sandy go skins lobster dies meat starts disintegrating happens even restaurants lobsters cooked recently died meat still good long havent dead hours sometimes get lobster seems little meat it reason lobster alive kicking goes pot rhode islander ,1
90,'i want to hear your lame joke', want hear lame joke ,1
91,"'hi,please send catalog,thanx'", please send catalog thanx ,0
92,"'It is for everybody who uses WIN98 (SE too!) and whos joystick is listed as ""not connected"". The updated virtual display driver is called sw3dpro.vxd version 3.00.01. One should also download the latest game controller software: SWGameEN.exe (version 3.02) Can anyone post a direct link to fetch these files? I found a site, but it was an older version. I cant find ""nothn"" at MS(sigh). Also, I looked at SWGameEn.exe; it says it is a game-controller setup for the MS Sidewinder (even shows a pic of the Sidewinder stick, when installing drivers). Does this work with all other type game-devices too? Also, I am using W95 (OSR2). Is this file update okay for W95 too? Thanks, Matt Teehole'", everybody uses se too whos joystick listed not connected updated virtual display driver called vxd version one also download latest game controller software swgameen exe version anyone post direct link fetch files found site older version cant find nothn ms sigh also looked swgameen exe says game controller setup ms sidewinder even shows pic sidewinder stick installing drivers work type game devices too also using file update okay too thanks matt teehole ,0
93,'tell me this damn joke dude', damn joke dude ,1
94,'i am excited to know your decision about the party finally', excited know decision party finally ,0
95,'we need you to show us this idiotic plan for the meeting as soon as possible', need show us idiotic plan meeting soon possible ,1
96,'i am up for a student joke now', student joke now ,0
97,"'Have you installed the latest updates for IE 5.0? Sounds like that may be the problem. Two months ago I installed VB 6.0. I have win 98 (not 2nd edition) with IE 5.0. From the first time when I was surfing from one site to other i had two dialog boxes : First ""A run time error has occured. Do you wish to debug? Line984 Error XMLParser is undefined"" and the second ""A run time error has occured.Do you wish to debug? Line 230 Error 230 XMLParser is undefined"". First I installed SP 2 for VB6.0 i visited the Microsofts site which telling that we had to install SP3. I installed it but nothing done.I unistalled VB but messages errors arent stopping.Is there anyway before formatting the Hard Disk? Thanks Spiros'", installed latest updates ie sounds like may problem two months ago installed vb win not edition ie first time surfing one site two dialog boxes first a run time error occured wish debug error xmlparser undefined second a run time error occured do wish debug line error xmlparser undefined first installed sp visited microsofts site telling install installed nothing done i unistalled vb messages errors arent stopping is anyway formatting hard disk thanks spiros ,0
98,'i want you to tell me the best microsoft joke', want tell best microsoft joke ,0
99,"'At my job I have made a set of lyrics catered to my coworkers and their respective wusses that could get me fired in a second if it ever fell into the right hands. And I do love this song. Jesse Cannon i fucked cynthia when i young and stupid and a virgin, like youve never fucked a butthole ugly girl before - OjasonO'", job made set lyrics catered coworkers respective wusses could get fired second ever fell right hands love song jesse cannon fucked cynthia young stupid virgin like youve never fucked butthole ugly girl ojasono ,1
100,'the suckiness of this plan that you are telling us is apparent to anyone', suckiness plan telling us apparent anyone ,1
101,"'You might be up to something here, but it is not the average temperature. These experiments are done in controlled environment of buildings. If the temoerature had something to do with it in this manner, there would be pronounced difference between day and night weight and between equator and pole weight. There are differences, but nothing of 5% magnitude. I suppose the weight gain was arived at mathematicaly from the behaviour of the pendulum, rather then from weighing the pendulum on a spring scale. One has to be carefull with drawing the conclusions when mathematics is used. I still think though, that the thermal radiation is the main product of random material behaviour while the gravitation is a different quantum order byproduct. Regards Slavek. Gravity, according to my Ordered Freedom theory, is a consequence of heat flowing out of a spherical-like body in the steady state. The gravimeter with its thermally isolated test mass has obscured over the years that gravity may be related to heat and not to mass. I believe the Podkletnov effect demonstrates that gravity is heat related. I believe the large, spinning, cold (below 77 K) superconductor was able to cool things down enough so that a 2% weight loss was observed. During a solar eclipse, Saxl observed a 5% weight gain in his torsion pendulum. Of course high minded scientists with their gravimeters and efforts to thermally isolate everything have had a hard time replicating both Podkletnovs and Saxls work. Question ; during a solar eclipse does the average temperature of the environment decrease? So dont you have in the first case temperature decrease causes weight loss and in the second case temperature decrease causes weight gain?'", might something here average temperature experiments done controlled environment buildings temoerature something manner would pronounced difference day night weight equator pole weight differences nothing magnitude suppose weight gain arived mathematicaly behaviour pendulum rather weighing pendulum spring scale one carefull drawing conclusions mathematics used still think though thermal radiation main product random material behaviour gravitation different quantum order byproduct regards slavek gravity according ordered freedom theory consequence heat flowing spherical like body steady state gravimeter thermally isolated test mass obscured years gravity may related heat mass believe podkletnov effect demonstrates gravity heat related believe large spinning cold below k superconductor able cool things enough weight loss observed solar eclipse saxl observed weight gain torsion pendulum course high minded scientists gravimeters efforts thermally isolate everything hard time replicating podkletnovs saxls work question solar eclipse average temperature environment decrease dont first case temperature decrease causes weight loss second case temperature decrease causes weight gain ,0
102,"'says. Each piece must have something to say and be willing to speak it in fresh and innovative ways. how do you make this determination? by what process to you use to figure out if a piece has something to say, and if it was said in a fresh and innovative way? i always see this comment, but no one ever explains how thats done. was just curious. love and kisses, j r sherman'", piece must something say willing speak fresh innovative ways make determination process use figure piece something say said fresh innovative way always see comment one ever explains thats done curious love kisses j r sherman ,0
103,'I am using a linked list that I would like to store in a file so I could reload it into memory at a later date. Does anyone know how to do this or know of any resources I could check out. Carsten A. Arnholm [ about comp.lang.c++.moderated. First time posters: do this! ]', using linked list would like store file could reload memory later date anyone know know resources could check out carsten a arnholm comp lang c moderated first time posters this ,0
104,"'R Did it ever occour to you to live in reality? Its nice that a few people R are SUPPOSEDLY porting the Netscape code to AMozilla but face it its R prob gonna take forever and be less-than-good when (if) it reaches the R users. R R I still love my Amiga, but its time has passed I guess. I use it daily R still for stuff like scanning pictures and manipulating them. Other than R that, its just a desk ornament. I unfortunatley have to use a PC for R everything else, cause the software and support exists. Uhhhexactly what is it that you can do on your PC that you cannot do on your Amiga? For me, WYSIWYG web development. Gary Peake, TAC-OwlNet.Net Team AMIGA Central We provide free web sites for small developers'", ever occour live reality nice people r supposedly porting netscape code amozilla face r prob gonna take forever less than good if reaches r users r r still love amiga time passed guess use daily r still stuff like scanning pictures manipulating them r that desk ornament unfortunatley use pc r everything else cause software support exists uhhhexactly pc cannot amiga me wysiwyg web development gary peake tac owlnet net team amiga central provide free web sites small developers ,0
105,"'Yet according to the great hero of ""anti- revisionists"" Deborah Lipstadt, ""In contrast, no citizen of the Soviet Union assumed that deportation and death were inevitable consequences of his or her ethnic origins."" Denying the Holocaust (p. 212). Her denial of this particular crime against humanity proves that ""anti- revisionists"" are not at all interested in truth or concerned about genocide denial. Dr. Lipstadt has never ""denied"" the murders of Soviet citizens by their own government. Keep lying, Pohl. JGB She denies that there were any murdered on the basis of ethnicity. Cite the evidence that this Dr. Lipstadt has made such a statement. According to her they were all random and arbitrary. Cite the evidence that this Dr. Lipstadt has made such a statement. I am obviously not lying since I am quoting her own words. You have yet to quote anything from Dr. Lipstadt that supports your claims. She does this because in her mind murders based on ethnicity are morally worse than murders committed for other reasons including random and arbitrary quotas. You can demonstrate your telepathic powers under laboratory conditions, I presume? JGB ""Whats going to happen?"" ""Something wonderful."" 2010'", according great hero anti revisionists deborah lipstadt in contrast citizen soviet union assumed deportation death inevitable consequences ethnic origins denying holocaust p denial particular crime humanity proves anti revisionists interested truth concerned genocide denial dr lipstadt never denied murders soviet citizens government keep lying pohl jgb denies murdered basis ethnicity cite evidence dr lipstadt made statement according random arbitrary cite evidence dr lipstadt made statement obviously lying since quoting words yet quote anything dr lipstadt supports claims mind murders based ethnicity morally worse murders committed reasons including random arbitrary quotas demonstrate telepathic powers laboratory conditions presume jgb whats going happen something wonderful ,1
106,"'I have heard Bells is good. I havent tried it yet myself. Perhaps I should. Right now im drinking a Summit Alt Bier. Its okay. All this fancy beer talk isnt very punk rock is it? perhaps I should put my two cents in about Blatz. Blatz is good beer. I like Blatz a lot, and Pabst. there we go. thats better. Topher Fuck thatdrinking good beer is punk as hell. Nobody said it was punk to have bad taste. Beer, meat and green chile are the 3 things I enjoy most in the world yup, that about covers it. of food and drink. I will spend large amounts of money on these things as they keep me happy. Just remembered.I DO like an ale really well too. Called Fat Tire. it is brewed up in denver and therefore I can get it fairly cheap down here. that stuff is spreading like a weed.2 summers ago I would never heard of it, and now it seems to pop up everywhere. I have been getting to try lots of great beers for free lately - archaeologists are alkies and beer snobs. PHIL 8) Woowoo Zac'", heard bells good havent tried yet myself perhaps should right im drinking summit alt bier okay fancy beer talk isnt punk rock it perhaps put two cents blatz blatz good beer like blatz lot pabst go thats better topher fuck thatdrinking good beer punk hell nobody said punk bad taste beer meat green chile things enjoy world yup covers it food drink spend large amounts money things keep happy remembered i like ale really well too called fat tire brewed denver therefore get fairly cheap here stuff spreading like weed summers ago would never heard it seems pop everywhere getting try lots great beers free lately archaeologists alkies beer snobs phil woowoo zac ,1
107,"But, not to put a fine point on it, you belong to a religion that I would say has a racist background. Good grief! Now I am a ""racist"" too, as well as an ""ass"" and a ""crackpot""! Would you mind pointing out exactly the ""racist"" aspects of my religious beliefs? I am really eager to discover them! I guess Doug isnt talking about the asinine, easily-disproved beliefs about what happened in the Americas ca. 2kya. So maybe it is the bit about a dark skin being a sign of Gods disfavour? But I am sure Doug can speak for himself.'",but put fine point it belong religion would say racist background good grief racist too well ass crackpot would mind pointing exactly racist aspects religious beliefs really eager discover them guess doug isnt talking asinine easily disproved beliefs happened americas ca maybe bit dark skin sign gods disfavour sure doug speak himself ,1
108,'tell us of your decision to stop smoking', us decision stop smoking ,0
109,"'What if that tomato produces a chemical your body has never seen, and doesnt know how to handle? . What happens when you eat something you havent tried before? It contains many chemicals which your body will not have encountered before. What happens then? Or when you take a drug you havent had before? What happens? You mean the way they touted Pregnant Women to take thalidimide? Also the new genetic potatoes cause unusual changes in the intestine walls! Since 150,000 people drop dead taking prescription drugs every year, I would sys = test, test, test!'", tomato produces chemical body never seen doesnt know handle happens eat something havent tried before contains many chemicals body encountered before happens then take drug havent before happens mean way touted pregnant women take thalidimide also new genetic potatoes cause unusual changes intestine walls since people drop dead taking prescription drugs every year would sys test test test ,0
110,"'On Mon, 04 Oct 1999 GMT, Beable ""van"" Polasm On Fri, 1 Oct 1999 -0600, ""Lt. Wilkes"" Pokemon Tampons. Thoughts? Opinions? Suggestions? They already have these in Japan. Indeed they do. And ""Hello Kitty Pads"" too. I was in a convenience store with a CHYK and I saw a plastic package with a picture of Hello Kitty on it. So I said ""Kitty!"" and reached to pick it up. She slapped my hand down and shouted ""NO!"". Later I went back to the store without her and looked at the packet to determine that they were those little mouse pillow pads that women like to use. Who was ""she"" who slapped your hand? And whats a mouse pillow pad that we women like to use? I obviously MUST get one since we women like them so! ""Government is an association of men who do violence to the rest of us."" -Tolstoy'", mon oct gmt beable van polasm fri oct lt wilkes pokemon tampons thoughts opinions suggestions already japan indeed do hello kitty pads too convenience store chyk saw plastic package picture hello kitty it said kitty reached pick up slapped hand shouted no later went back store without looked packet determine little mouse pillow pads women like use she slapped hand whats mouse pillow pad women like use obviously must get one since women like so government association men violence rest us tolstoy ,0
111,"'Is he the newly arrived immigrant from FYROM, who sells hot dogs across the corner? Costas'", newly arrived immigrant fyrom sells hot dogs across corner costas ,0
112,"'As technology marches on, some things become obsolete. Why teach how to use a sliderule? I dont worry about dropping certain things, I worry about not dropping enough. Why teach roman numerals? So we can read fancy clocks and movies copyright dates? The Bad Astronomer I sincerely hope you are being sarcastic. Yes, technology may march on, but if you start relying completely on technology, people no longer think. Thats a problem with education today, as well. Children are not being taught to THINK! Need to calculate something? here is your calculator. Need to check spelling? Dont bother looking it up, the computer will catch it (yeah, right!). Dont bother to have an original thought, or question anything. Just stare at the screen and take in everything the teacher says, so you can regurgitate it later for a grade. Bullshit. I for one dont want to be so dependent on computers that I cant function without one. I spent 18 years being hand, even after getting a computer. Even now when I write I use a legal pad and a pencil. Later, it gets input into the computer. Before you buy.'", technology marches on things become obsolete teach use sliderule dont worry dropping certain things worry dropping enough teach roman numerals read fancy clocks movies copyright dates bad astronomer sincerely hope sarcastic yes technology may march on start relying completely technology people longer think thats problem education today well children taught think need calculate something calculator need check spelling dont bother looking up computer catch yeah right dont bother original thought question anything stare screen take everything teacher says regurgitate later grade bullshit one dont want dependent computers cant function without one spent years hand even getting computer even write use legal pad pencil later gets input computer buy ,1
113,"'On Sat, 16 Oct 1999 GMT in comp.lang.c++, ""Ghostlord"" I am looking for a skilled programmer to assist in the completion of the arcade project DARK PRESENCE! C, C++, MFC, Direct X a must. Prefferable Job ads, off-topic in comp.lang.c++, give the impression of an employer that is either technically clueless, or abusive and irresponsible, or both. In any case, a company you do not want to work with! There are dozens of .jobs. newsgroups where they belong. See the article titled ""Welcome to comp.lang.c++! Read this first."" (Posted and emailed.)'", sat oct gmt comp lang c ghostlord looking skilled programmer assist completion arcade project dark presence c c mfc direct x must prefferable job ads off topic comp lang c give impression employer either technically clueless abusive irresponsible both case company want work with dozens jobs newsgroups belong see article titled welcome comp lang c read first posted emailed ,1
114,"'This has long been a bone of contention with me as well. What my DAT reads as an ""over"" is not what my other DAT reads as an ""over"", and then, my computer program is also different all of this when making D-D transfers. I agree that there should be some standardization, and unless I am missing something, it sure doesnt seem like this would be too difficult to implement. Hey, once you are in the digital domain, you are keeping it that way, right? the levels should display equally on any display. Except that ""digital"" meters on most digital gear arent digital at all. 0db on my Tascam doesnt always read 0db on my Sony, Akai, etc when making D-to-D transfers. If the meters on affordable gear actually read real bits instead of reading pre-ADC analog then levels would display equally on any display. Do the meters on ""unaffordable"" gear read real bits? Just curious, Scott! Ken/Eleven Shadows/d i t h er, who likes to slam the mix onto DAT to get that really cool digital compression ""Irian Jaya"" and ""Sangsara"" CDs now available! Real Audio! MoroccoSpainPeruHimalayasKashmirLadakhIndia Photos!'", long bone contention well dat reads over dat reads over then computer program also different making d d transfers agree standardization unless missing something sure doesnt seem like would difficult implement hey digital domain keeping way right levels display equally display except digital meters digital gear arent digital all tascam doesnt always read sony akai etc making d to d transfers meters affordable gear actually read real bits instead reading pre adc analog levels would display equally display meters unaffordable gear read real bits curious scott ken eleven shadows d h er likes slam mix onto dat get really cool digital compression irian jaya sangsara cds available real audio moroccospainperuhimalayaskashmirladakhindia photos ,0
115,"'No, Sharon, it gives me no pleasure. I just think its so simple to think about what we HOPE we might do, as opposed to what we really do. I dont know what your background is, Sharon, or what motivates your interest in this group. I doubt very seriously that it is a son or daughter who works in Corrections, though. If that were the case, youd know that we dont ""treat"" convicts. We may interact with them. We may make them follow the rules. But we dont ""treat"" them, and we certainly dont go looking for God in their faces. You want to characterize my attack on that asshole as ""rabid"" then so be it. For the next 20 or so years we get to listen to this piece of whale shit cry about his Constitutional Rights while he desperately tries to wriggle free of his inexorable, relentless date with the executioner. Human rights? Compassion? Love? Care? Understanding? Sure. I will give as much as he gave his victim. As far as regular convicts doing regular time go, you might be surprised at my relationship with them, Sharon. So dont sit in judgement of me. I believe it was your God who said, ""Let he who is without sin cast the first stone."" Ravage The three greatest things in life: To crush your enemies To see them driven before you And to hear the lamentations of their women -Conan the Barbarian If, God forbid, Ravage, something that horrible were to happen to one of my loved ones, I pray that God would give me the grace to remember that the person who harmed them was a child of God, too. Carrying on a rabid hate fest would do me no good. It would not bring me peace of mind, or my loved one back. It would not comfort me in my loss. You, me, or anyone else, we dont have to like the people who do bad things, but we must love them because God made them in His/Her image and likeness, just as He/She made us. And, as such, we must treat them with dignity and respect. In your line of work, Ravage, you are are given opportunities daily to see the face of God in those who are entrusted to your care and custody. You are truly blessed because you have so many chances to treat people who have made mistakes with care, concern and compassion. If it makes you feel better, Ravage, to make fun of me or attempt to humiliate me because of my take on life, well so be it. I am a strong woman and I can take it.'", sharon gives pleasure think simple think hope might do opposed really do dont know background is sharon motivates interest group doubt seriously son daughter works corrections though case youd know dont treat convicts may interact them may make follow rules dont treat them certainly dont go looking god faces want characterize attack asshole rabid it next years get listen piece whale shit cry constitutional rights desperately tries wriggle free inexorable relentless date executioner human rights compassion love care understanding sure give much gave victim far regular convicts regular time go might surprised relationship them sharon dont sit judgement me believe god said let without sin cast first stone ravage three greatest things life crush enemies see driven hear lamentations women conan barbarian if god forbid ravage something horrible happen one loved ones pray god would give grace remember person harmed child god too carrying rabid hate fest would good would bring peace mind loved one back would comfort loss you me anyone else dont like people bad things must love god made his her image likeness he she made us and such must treat dignity respect line work ravage given opportunities daily see face god entrusted care custody truly blessed many chances treat people made mistakes care concern compassion makes feel better ravage make fun attempt humiliate take life well it strong woman take it ,1
116,"'i already told you that i have a plan, oh my god'", already told plan oh god ,1
117,'show me student joke dambass', student joke dambass ,1
118,"'But do you actually SEE more detail at magnifications beyond the 50x or so (80x for high quality refractors and long focal length high quality reflectors)? I know the conventional wisdom says, ""No"", and in this case I am included to agree, based on views through a high quality 6 inch refractor and VERY steady seeing conditions. On a few nights over the past several years, seeing conditions at the observatory were such that on one night I could see very thin shadows on the walls of craters on the moon several hours before Full Moon. On those nights I experimented with pushing the mags past the 80x per inch aperture limit, and found that while the image was magnified, I could not see more detail on the Moon, Mars, or Jupiter (on different nights). And on an SCT optical system, with that large secondary, I have not successfully seen more detail at mags much higher than 40x per inch aperture, through a C8 or a C5+, despite excellent seeing conditions. Yes, the image was larger, but I could not see more details. So I conclude that you can save your money on short focal length eyepieces and just learn to see more details at lower mags. I am oh so tempted to add a 3mm TV Radian to my C8. It would likely be the last eyepiece I will ever buy for any scope, but used to be sure there is nothing left to see, and to occassionally get lucky. Tell me I am crazy? Naw, you are not crazy. Under superb seeing conditions, I have used up to 1000x on my old C-8. Observed Mars with a 2.5mm Zeiss that Markus Ludes carries around in his pocket and the image was beautiful. Of course, conditions like these only comes once in a blue moon or at the Winter Star Party. Sweeping cobwebs from the edges of my mind Had to get away to see what we could find Hope the days that lie ahead bring us back to where they have led Listen not to whats been said to you -Graham Nash Name: David I. Nakamoto'", actually see detail magnifications beyond high quality refractors long focal length high quality reflectors know conventional wisdom says no case included agree based views high quality inch refractor steady seeing conditions nights past several years seeing conditions observatory one night could see thin shadows walls craters moon several hours full moon nights experimented pushing mags past per inch aperture limit found image magnified could see detail moon mars jupiter on different nights sct optical system large secondary successfully seen detail mags much higher per inch aperture despite excellent seeing conditions yes image larger could see details conclude save money short focal length eyepieces learn see details lower mags oh tempted add tv radian would likely last eyepiece ever buy scope used sure nothing left see occassionally get lucky tell crazy naw crazy superb seeing conditions used old c observed mars zeiss markus ludes carries around pocket image beautiful course conditions like comes blue moon winter star party sweeping cobwebs edges mind get away see could find hope days lie ahead bring us back led listen whats said graham nash name david i nakamoto ,0
119,"'As information for others like me who may be in the dark about this subject, here is what worked for me. I copied gzip.exe as gunzip.exe. I opened up the gunzip.exe property notebook and added -d to the parameters line. Now there is no need to use a OS/2 command window - just drag and drop the .gz file onto the gunzip.exe icon and voila. Actually, there is no need to make that extra copy of gzip. Just create a program object pointing to gzip.exe, with ""-d"" in the parameters field and it will work just fine. You can have other program objects pointing to gzip.exe with other parameters (or no parameters) if you wish.'", information others like may dark subject worked me copied gzip exe gunzip exe opened gunzip exe property notebook added d parameters line need use os command window drag drop gz file onto gunzip exe icon voila actually need make extra copy gzip create program object pointing gzip exe d parameters field work fine program objects pointing gzip exe parameters or parameters wish ,0
120,"'Sverker Johansson Feel like discuss this evolution vs creationism business with me in swedish language eh. Sverker? : swnet.filosofi ok, so, give me all your best evidence for macro evolution and i will slaughter you, thats a promise : I will shoot. Twin nested heirchies. Independent of the fossil record, and incompatable with Continuus or Genesis Creation, unless God went through a lot of effort. Idiot!'", johansson feel like discuss evolution vs creationism business swedish language eh sverker swnet filosofi ok so give best evidence macro evolution slaughter you thats promise shoot twin nested heirchies independent fossil record incompatable continuus genesis creation unless god went lot effort idiot ,1
121,"'They said the Macedonians are not Hellenes. Todays Greeks claim that the ancient Macedonians were Greek. Should we listen to todays Greek propagandists telling us what happened 2500 years ago, or should we accept the viewpoint of the ancient Hellenes who clearly stated that the Macedonians were not Hellenes? No, even today you cannot believe the Greeks. When the Greeks occupied Aegean Macedonia in 1913, they began to change peoples names, place names and suppressed the Macedonian language in 1936. They did this to make the Macedonian people look like they are Greek, but they will never accomplish this. The Macedonians can never be changed into something else. They will always be Macedonians! Philips tomb was found in Macedonian territory not in Sparta. Yet Greece claims that Philip was a Greek king. What does that tell you about Greek lies? Ilinden'", said macedonians hellenes todays greeks claim ancient macedonians greek listen todays greek propagandists telling us happened years ago accept viewpoint ancient hellenes clearly stated macedonians hellenes no even today cannot believe greeks greeks occupied aegean macedonia began change peoples names place names suppressed macedonian language make macedonian people look like greek never accomplish this macedonians never changed something else always macedonians philips tomb found macedonian territory sparta yet greece claims philip greek king tell greek lies ilinden ,0
122,"'Hilliard if someone shoved your ass full of radium, gave you a gieger counter and put you in a room full of mirrors you couldnt find your ass in a years time. Nup, just lost me, too erudite. That sentence actually paints a picture - try mixing it about abit. Now if youd gone with: .Hilliar if you shoved rhodium up your ass you couldnt find talk through it with a geygar counter in a room of mirrors, you faggot jo-boy. Or, some such. Eric Hocking ""A closed mouth gathers no feet"" = London, England (ne׳™ Melbourne, Australia) ='", someone shoved ass full radium gave gieger counter put room full mirrors couldnt find ass years time nup lost me erudite sentence actually paints picture try mixing abit youd gone with hilliar shoved rhodium ass couldnt find talk geygar counter room mirrors faggot jo boy or such eric hocking a closed mouth gathers feet london england ne melbourne australia ,1
123,'tell me something you bastard', something bastard ,1
124,"'Written in 20 minutes. And shows it, I know. Still, raad on j r sherman Creeping, loathsome newsgroup vermin, Full of jibes and dull reverses Take their cues from j r sherman, Posting witless, vulgar sermons Where the kinder kind converses, ג€˜Til, one day, the publicג€™s curses Reach some sympathetic Burman Beats him dead beyond confirminג€™ Puts his parts in different hearses Drives him seaward, and disburses What remains of j r shermanג€” So we go, on Godly firman, ג€˜Til there comes a subtle squirminג€™ Saying that a grave submersed is Not whatג€™s meet for j r Sherman So we search, on Snap and SirMon, In the Poets news and German, For some dirge, and drain our pursesג€” But can never quite determine If he ever posted verses. Jr has posted some of the best poetry on rap. he does not post poetry as often as some others, but the wait is usually worth it. And I dont remember him every plotting the dismemberment of someone else, either. Which is telling here. : Is this a first? Or have others posted kill jr poems? lRt'", minutes shows it know still raad j r sherman creeping loathsome newsgroup vermin full jibes dull reverses take cues j r sherman posting witless vulgar sermons kinder kind converses til one day publics curses reach sympathetic burman beats dead beyond confirmin puts parts different hearses drives seaward disburses remains j r sherman go godly firman til comes subtle squirmin saying grave submersed whats meet j r sherman search snap sirmon poets news german dirge drain purses never quite determine ever posted verses jr posted best poetry rap post poetry often others wait usually worth it dont remember every plotting dismemberment someone else either telling here first others posted kill jr poems lrt ,1
125,'i want that name and you better show it to me', want name better show me ,1
126,'GO AWAY', away ,1
